"account_id","loan_loan_id","loan_date","loan_amount","loan_duration","loan_payments","loan_status","acc_district_id","acc_frequency","day_before_loan","sum_amount","sum_amount_in","sum_amount_out","sum_out_household","sum_out_insurance","sum_in_interest_credited","sum_out_payment_for_statement","sum_out_sanction_interest_neg_bal","count_out_sanction_interest_neg_bal","count_monthly_payment_trans","current_monthly_payment_amount_out","current_monthly_payment_out_household","current_monthly_payment_out_insurance","current_monthly_payment_out_payment_for_statement","current_monthly_payment_in_interest_credited","sum_other_sum_amount","sum_other_sum_amount_in","sum_other_sum_amount_out","count_other_trans","latest_balance"
9455,6926,1998-02-07,374760,60,6246,"C",73,"monthly",461,112683.4,3913.8,108769.6,30679,77930,3913.8,160.6,0,0,47,10596.6,2789,7793,14.6,223.2,1091292,621036,470256,65,45924.3
9472,6929,1995-05-08,36396,12,3033,"A",1,"weekly",671,103159.7,5328.7,97831,97261,0,5328.7,570,0,0,60,5149,5119,0,30,177.6,1750313,944148,806165,98,45480.6
9491,6932,1998-06-25,225504,48,4698,"C",7,"weekly",686,106730.8,5822.8,100908,84672,15696,5822.8,540,0,0,76,5606,4704,872,30,253.6,1999532,1096427,903105,105,98236.7
9493,6933,1995-09-09,188688,48,3931,"C",64,"monthly",160,7801,983.4,6817.6,6803,0,983.4,14.6,0,0,7,6817.6,6803,0,14.6,184.8,231422,130418,101004,15,23579.7
9494,6934,1997-02-09,116832,12,9736,"A",21,"monthly",275,24785.1,982.1,23803,23730,0,982.1,73,0,0,19,4760.6,4746,0,14.6,68.1,219720,131640,88080,27,20739
9504,6938,1997-03-10,341280,60,5688,"C",9,"monthly",406,2553.9,2422.5,131.4,0,0,2422.5,131.4,0,0,22,14.6,0,0,14.6,127.7,1047876,556976,490900,55,68367.1
9510,6940,1996-11-22,228276,36,6341,"C",1,"monthly",166,854.2,839.6,14.6,0,0,839.6,14.6,0,0,6,14.6,0,0,14.6,226.9,142883,97883,45000,14,53707.9
9513,6942,1997-07-16,18324,12,1527,"A",59,"monthly",430,93687.7,2032.7,91655,91509,0,2032.7,146,0,0,35,8333.6,8319,0,14.6,131.6,551299,336079,215220,51,31236.8
9548,6944,1996-11-15,46176,48,962,"C",62,"monthly",161,10206.1,593.1,9613,9613,0,593.1,0,0,0,5,9613,9613,0,0,224,135545,91645,43900,12,38725.1
9560,6948,1998-03-15,157068,36,4363,"C",1,"monthly",245,2156.2,2156.2,0,0,0,2156.2,0,0,0,8,0,0,0,0,321.8,214479,125479,89000,13,38635.4
9583,6949,1995-12-12,104712,24,4363,"A",31,"weekly",569,150667.3,3091.3,147576,147246,0,3091.3,330,0,0,38,26802,26772,0,30,255.6,1147456,661028,486428,70,30115.3
9591,6950,1995-04-11,104712,24,4363,"A",74,"monthly",691,96086.7,4553.5,91533.2,91212,0,4553.5,321.2,0,0,66,4160.6,4146,0,14.6,100.3,2192153,1150467,1041686,125,25947.2
9627,6955,1995-11-22,244368,48,5091,"C",65,"after_transaction",488,5916.3,4416.3,1500,0,0,4416.3,1500,0,0,30,100,0,0,100,304.3,2565798,1324538,1241260,114,86194.1
9631,6956,1997-11-09,59448,24,2477,"C",11,"monthly",502,2017.4,1842.2,175.2,0,0,1842.2,175.2,0,0,28,14.6,0,0,14.6,94.6,544795,288499,256296,65,33869.8
9633,6959,1997-06-30,59448,24,2477,"D",70,"monthly",539,5553.4,5368.3,185.1,0,0,5368.3,175.2,9.9,6,47,14.6,0,0,14.6,316.6,1269928,659827,610101,73,54909.1
9640,6960,1995-01-11,76416,24,3184,"A",1,"monthly",669,194237.6,3228.8,191008.8,190746,0,3228.8,262.8,0,0,58,10611.6,10597,0,14.6,109.8,804445,502244,302201,95,12262.9
9645,6961,1996-06-06,176148,36,4893,"C",38,"monthly",135,568.7,568.7,0,0,0,568.7,0,0,0,4,0,0,0,0,209.3,228224,140624,87600,9,53592.6
9646,6962,1998-04-02,279072,48,5814,"C",1,"weekly",611,2658.2,2418.2,240,0,0,2418.2,240,0,0,21,30,0,0,30,230.5,1057252,538286,518966,65,21498.3
9656,6965,1995-06-13,139536,24,5814,"A",61,"monthly",576,186693.4,4188.2,182505.2,182257,0,4188.2,248.2,0,0,53,10735.6,10721,0,14.6,308.6,2198268,1206529,991739,112,36472.9
9673,6969,1998-09-12,88200,36,2450,"C",76,"monthly",462,46726.8,2358.2,44368.6,44208,0,2358.2,160.6,0,0,38,3698.6,3684,0,14.6,174.9,442450,270469,171981,53,56477.5
9677,6970,1997-06-17,31620,60,527,"C",8,"monthly",247,36521.7,701.9,35819.8,35776,0,701.9,43.8,0,0,14,8958.6,8944,0,14.6,81.1,193998,127498,66500,23,25880
9730,6984,1997-08-15,116040,60,1934,"C",54,"monthly",226,1853.4,777.6,1075.8,1032,0,777.6,43.8,0,0,14,272.6,258,0,14.6,139.9,156135,94499,61636,25,32564.7
9731,6985,1995-11-22,113796,36,3161,"A",54,"after_transaction",356,42048.1,1612.1,40436,39736,0,1612.1,700,0,0,26,5067,4967,0,100,138.2,422586,247732,174854,46,34054
9750,6986,1995-02-11,151728,48,3161,"D",74,"monthly",271,1847.9,1762.7,85.2,0,0,1762.7,73,12.2,5,24,18.4,0,0,14.6,77.6,470663,247737,222926,33,26488.7
9790,6992,1996-07-27,133968,48,2791,"C",52,"monthly",261,94971,1284.8,93686.2,73680,19904,1284.8,102.2,0,0,31,11712.6,9210,2488,14.6,106.9,690279,408705,281574,48,34729.5
9814,6995,1996-09-26,96168,12,8014,"A",64,"weekly",616,10295.7,9815.7,480,0,0,9815.7,480,0,0,73,30,0,0,30,254.6,1217548,605911,611637,76,3609.3
9828,6996,1995-04-13,126600,24,5275,"A",11,"monthly",693,4166.4,3903.6,262.8,0,0,3903.6,262.8,0,0,40,14.6,0,0,14.6,182.5,1538120,791600,746520,92,48720.6
9833,6998,1994-05-21,97632,12,8136,"A",20,"monthly",301,40855.2,1596.2,39259,39186,0,1596.2,73,0,0,20,6545.6,6531,0,14.6,180.1,948343,513668,434675,45,41330.1
9859,7001,1997-08-10,300600,60,5010,"C",27,"monthly",398,17298.8,2998,14300.8,8064,6120,2998,116.8,0,0,36,1787.6,1008,765,14.6,279.3,783933,434581,349352,59,73926
9869,7004,1995-03-15,331560,60,5526,"C",12,"monthly",571,85276.8,2654.4,82622.4,82418,0,2654.4,204.4,0,0,46,5901.6,5887,0,14.6,191,785984,456972,329012,73,47992.1
9897,7008,1995-09-22,36168,12,3014,"A",1,"monthly",202,24932.4,1030.2,23902.2,3014,20859,1030.2,29.2,0,0,13,8474.6,1507,6953,14.6,141.5,224606,138308,86298,23,29138.1
9928,7013,1996-08-02,89340,60,1489,"C",60,"monthly",267,26573.5,1420.5,25153,25080,0,1420.5,73,0,0,19,5030.6,5016,0,14.6,203.8,177880,121920,55960,25,42227.6
10001,7034,1996-07-11,19044,36,529,"C",24,"monthly",410,2228.4,2097,131.4,0,0,2097,131.4,0,0,22,14.6,0,0,14.6,155.9,453202,250702,202500,47,50167.6
10005,7035,1998-07-29,210744,36,5854,"C",64,"monthly",242,37972.7,1324.9,36647.8,36604,0,1324.9,43.8,0,0,14,9165.6,9151,0,14.6,170.6,565557,316326,249231,25,31772.1
10019,7036,1996-09-25,194940,36,5415,"C",8,"monthly",468,2638.9,2463.7,175.2,0,0,2463.7,175.2,0,0,27,14.6,0,0,14.6,91.4,1150178,591051,559127,64,34212.3
10022,7037,1998-01-03,218064,48,4543,"C",1,"monthly",241,24658.7,1580.9,23077.8,23034,0,1580.9,43.8,0,0,13,7692.6,7678,0,14.6,262.4,372705,218448,154257,26,42694
10049,7046,1997-03-28,91632,12,7636,"A",17,"monthly",365,12174.4,809.2,11365.2,11263,0,809.2,102.2,0,0,25,1623.6,1609,0,14.6,41.1,201022,113254,87768,45,14930.1
10063,7049,1997-06-24,233424,36,6484,"C",4,"weekly",254,12806.7,1372.7,11434,360,10984,1372.7,90,0,0,18,2866,90,2746,30,195.4,651726,354518,297208,31,47248.7
10065,7050,1997-09-23,311232,48,6484,"C",76,"monthly",542,4805.3,4586.3,219,0,0,4586.3,219,0,0,32,14.6,0,0,14.6,325.1,2251652,1149787,1101865,104,52289.2
10068,7051,1997-07-28,77808,12,6484,"A",1,"monthly",117,975,931.2,43.8,0,0,931.2,43.8,0,0,6,14.6,0,0,14.6,348.5,278211,167511,110700,17,57698.3
10079,7055,1994-04-06,167100,60,2785,"C",62,"monthly",335,3040.2,2894.2,146,0,0,2894.2,146,0,0,21,14.6,0,0,14.6,219.9,1129220,582891,546329,58,39310.2
10093,7057,1995-10-20,231696,36,6436,"A",1,"weekly",476,118475.9,2779.9,115696,30382,84984,2779.9,330,0,0,49,9874,2762,7082,30,187.5,1227629,690210,537419,77,39874.7
10105,7061,1994-08-27,121896,24,5079,"A",55,"monthly",486,3142,3010.6,131.4,0,0,3010.6,131.4,0,0,24,14.6,0,0,14.6,257.4,1227280,633159,594121,69,41917.2
10131,7066,1994-05-02,215388,36,5983,"B",1,"monthly",156,692.9,692.9,0,0,0,692.9,0,0,0,7,0,0,0,0,139.3,90970,60470,30500,8,30662.8
10134,7067,1998-01-11,136368,24,5682,"C",22,"monthly",260,68873.2,2040.6,66832.6,66745,0,2040.6,87.6,0,0,21,9549.6,9535,0,14.6,284.7,820091,468391,351700,38,51899
10148,7072,1998-01-27,22104,12,1842,"C",34,"monthly",379,35520.7,1778.5,33742.2,33640,0,1778.5,102.2,0,0,26,4219.6,4205,0,14.6,192.6,295732,183504,112228,47,39312.2
10202,7085,1997-06-19,305424,48,6363,"C",70,"monthly",346,13756.2,2095.8,11660.4,11529,0,2095.8,131.4,0,0,29,1295.6,1281,0,14.6,36.9,815411,417328,398083,54,9680.4
10215,7087,1997-02-20,44304,24,1846,"C",38,"monthly",314,2428.1,1443.1,985,912,0,1443.1,73,0,0,20,166.6,152,0,14.6,195.7,284652,165320,119332,43,46446.1
10233,7088,1997-05-03,239160,60,3986,"C",27,"monthly",437,16037.9,1927.9,14110,4104,9860,1927.9,146,0,0,43,1456.6,456,986,14.6,129.7,678027,359410,318617,63,28610.8
10243,7091,1998-09-22,113436,36,3151,"C",44,"monthly",384,3349.6,3203.6,146,0,0,3203.6,146,0,0,22,14.6,0,0,14.6,212.9,1848377,977901,870476,82,110482.6
10257,7096,1998-09-02,37812,12,3151,"C",27,"monthly",489,210942,3509,207433,207214,0,3509,219,0,0,45,14815.6,14801,0,14.6,209.5,1661184,966258,694926,85,67407.8
10266,7097,1993-12-23,75624,24,3151,"B",54,"monthly",196,15277,1777,13500,13500,0,1777,0,0,0,10,13500,13500,0,0,235.2,293078,173378,119700,13,41954.8
10280,7100,1997-12-31,348120,60,5802,"C",69,"monthly",395,2944.2,2827.4,116.8,0,0,2827.4,116.8,0,0,20,14.6,0,0,14.6,240.3,959895,505403,454492,45,53621.6
10297,7101,1996-11-18,421008,48,8771,"C",14,"monthly",304,60735.1,1250.1,59485,59412,0,1250.1,73,0,0,20,9916.6,9902,0,14.6,142.6,365363,227383,137980,30,31168
10320,7104,1993-12-13,259740,60,4329,"A",68,"monthly",155,13195.5,781.5,12414,12414,0,781.5,0,0,0,5,12414,12414,0,0,261.1,208452,143652,64800,12,67219.5
10345,7110,1998-01-21,31260,12,2605,"C",36,"monthly",654,117240.7,2378.5,114862.2,114614,0,2378.5,248.2,0,0,55,6756.6,6742,0,14.6,78.6,391256,258836,132420,76,13932.4
10351,7115,1997-03-04,88704,48,1848,"C",23,"monthly",670,81392.8,1750,79642.8,79380,0,1750,262.8,0,0,58,4424.6,4410,0,14.6,51.3,279044,185184,93860,73,13431.1
10361,7119,1997-06-02,86880,12,7240,"A",21,"monthly",346,2352.7,2250.5,102.2,0,0,2250.5,102.2,0,0,18,14.6,0,0,14.6,233.4,967693,500060,467633,40,34575.3
10364,7121,1993-11-10,21924,36,609,"A",55,"monthly",297,32493,1110,31383,31310,0,1110,73,0,0,19,6276.6,6262,0,14.6,154.2,235596.5,157476.5,78120,26,49083.3
10365,7122,1997-01-04,260640,36,7240,"D",22,"monthly",490,30218.2,2175.4,28042.8,25950,1986,2175.4,102.2,4.6,1,35,4675.2,4325,331,14.6,15.5,510769,274101,236668,43,11565.4
10404,7129,1998-03-01,194280,60,3238,"C",1,"monthly",426,25255,2499,22756,21710,900,2499,146,0,0,43,2300.2,2171,100,29.2,348.8,688336,369616,318720,70,30638.8
10411,7130,1996-12-11,123408,24,5142,"A",39,"after_transaction",384,35328.2,2670.2,32658,18120,13938,2670.2,600,0,0,30,5443,3020,2323,100,72.6,341013,189679,151334,35,8357.1
10436,7136,1996-09-28,54396,36,1511,"C",60,"monthly",191,514,499.4,14.6,0,0,499.4,14.6,0,0,6,14.6,0,0,14.6,143.7,88124,61924,26200,17,36208.8
10439,7137,1994-06-03,151560,24,6315,"A",66,"monthly",194,11337.5,1174.3,10163.2,10134,0,1174.3,29.2,0,0,9,10148.6,10134,0,14.6,181.3,462858,246585,216273,19,21323.2
10440,7138,1995-07-03,60000,60,1000,"C",72,"monthly",658,52586.7,2018.5,50568.2,50320,0,2018.5,248.2,0,0,55,2974.6,2960,0,14.6,82.9,299208,182318,116890,82,16893.2
10445,7139,1998-01-22,23412,12,1951,"C",72,"monthly",603,55972.5,4009.5,51963,51744,0,4009.5,219,0,0,50,3248.6,3234,0,14.6,280.8,953120,526820,426300,79,52566.3
10451,7142,1994-12-19,482940,60,8049,"D",1,"monthly",477,37683.5,3114.9,34568.6,26829,7579,3114.9,160.6,0,0,63,3142.6,2439,689,14.6,169.4,490205,270049,220156,67,18439.4
10478,7147,1998-01-02,267600,48,5575,"C",70,"weekly",678,4895.9,4565.9,330,0,0,4565.9,330,0,0,32,30,0,0,30,135.3,1455943,731635,724308,80,11562.7
10493,7151,1998-02-18,133800,24,5575,"C",12,"monthly",405,79865.4,2388,77477.4,77346,0,2388,131.4,0,0,31,8608.6,8594,0,14.6,211.4,806200,458708,347492,62,36126.5
10520,7154,1996-12-05,417600,60,6960,"C",55,"after_transaction",408,4454,4354,100,0,0,4354,100,0,0,14,100,0,0,100,331.9,272985,163685,109300,20,58638.6
10613,7164,1998-08-15,249792,48,5204,"C",55,"monthly",284,2437.6,2364.6,73,0,0,2364.6,73,0,0,14,14.6,0,0,14.6,208.5,646605,357176,289429,31,70038.5
10630,7166,1995-06-24,198240,24,8260,"A",41,"monthly",160,7715.2,412.2,7303,7303,0,412.2,0,0,0,5,7303,7303,0,0,134.6,113035,77635,35400,11,35344.2
10644,7167,1998-06-18,269964,36,7499,"C",16,"monthly",341,91435.2,2909,88526.2,88424,0,2909,102.2,0,0,26,11067.6,11053,0,14.6,260.1,1018511,585296,433215,49,66463.8
10645,7168,1998-07-05,208332,36,5787,"C",2,"monthly",561,56789.6,4225.2,52564.4,52360,0,4225.2,204.4,0,0,46,3754.6,3740,0,14.6,208.4,1846518,961070,885448,78,27297.3
10650,7171,1998-02-24,196224,48,4088,"C",76,"monthly",168,11963.9,1593.3,10370.6,10356,0,1593.3,14.6,0,0,7,10370.6,10356,0,14.6,329.3,520857,305157,215700,16,80679.6
10652,7172,1998-05-07,45720,12,3810,"C",1,"monthly",415,13779.7,2038.3,11741.4,11610,0,2038.3,131.4,0,0,31,1304.6,1290,0,14.6,115.7,806564,422688,383876,55,29123.4
10663,7176,1995-10-28,260028,36,7223,"A",11,"monthly",689,91290.5,4966.3,86324.2,86076,0,4966.3,248.2,0,0,56,4796.6,4782,0,14.6,257.4,1923521,1037365,886156,105,69850.9
10679,7181,1997-10-02,197808,24,8242,"C",1,"monthly",125,854.1,854.1,0,0,0,854.1,0,0,0,4,0,0,0,0,245,403829,223429,180400,11,43883.1
10711,7187,1997-12-24,24180,60,403,"C",36,"monthly",534,41500,4937.8,36562.2,35282,1105,4937.8,175.2,0,0,54,2813.6,2714,85,14.6,338.6,702882,411814,291068,80,89121.5
10728,7189,1996-03-21,154656,48,3222,"C",71,"monthly",454,40639.7,1823.7,38816,38670,0,1823.7,146,0,0,34,3881.6,3867,0,14.6,116.4,551557,312865,238692,55,37180.5
10738,7192,1994-12-21,115992,36,3222,"A",45,"weekly",613,5402.5,1946.5,3456,2976,0,1946.5,480,0,0,52,216,186,0,30,228.1,783823,397501,386322,75,9669.5
10762,7194,1996-09-17,68832,36,1912,"C",1,"monthly",330,34212,1514.4,32697.6,32610,0,1514.4,87.6,0,0,22,5449.6,5435,0,14.6,160.1,380724,231724,149000,31,51540.7
10774,7195,1998-04-23,339168,48,7066,"C",46,"monthly",292,23432.7,991.7,22441,22368,0,991.7,73,0,0,20,3742.6,3728,0,14.6,121.8,159727,104927,54800,31,28677.8
10788,7198,1994-08-23,45768,12,3814,"A",67,"weekly",274,1115.6,1115.6,0,0,0,1115.6,0,0,0,12,0,0,0,0,170.2,151312,102312,49000,15,54427.5
10789,7199,1997-12-09,45768,12,3814,"A",75,"monthly",447,162117.7,3137.9,158979.8,124080,34710,3137.9,189.8,0,0,52,13024.6,10340,2670,14.6,197.3,1471537,851884,619653,94,76389.2
10799,7200,1998-07-11,31140,60,519,"C",76,"monthly",326,1171.5,1083.9,87.6,0,0,1083.9,87.6,0,0,16,14.6,0,0,14.6,122.8,125431,80531,44900,34,36627.3
10807,7201,1997-03-07,67464,12,5622,"A",34,"monthly",359,2026.8,1924.6,102.2,0,0,1924.6,102.2,0,0,18,14.6,0,0,14.6,157.1,815633,439154,376479,39,64497.2
10812,7202,1998-05-29,140688,48,2931,"C",16,"monthly",416,2680.9,2520.3,160.6,0,0,2520.3,160.6,0,0,23,14.6,0,0,14.6,159.3,955142,488741,466401,62,38199.7
10857,7209,1997-11-30,385560,60,6426,"D",50,"monthly",424,36038.1,2050.5,33987.6,33900,0,2050.5,87.6,0,0,34,14.6,0,0,14.6,43.1,425352,233852,191500,25,10414.7
10884,7213,1996-02-13,113544,36,3154,"C",65,"monthly",358,10888.3,1504.1,9384.2,9282,0,1504.1,102.2,0,0,25,1340.6,1326,0,14.6,108.1,447309,234288,213021,46,13386.8
10905,7219,1997-08-23,57120,48,1190,"C",32,"monthly",275,15958.9,1205.5,14753.4,14695,0,1205.5,58.4,0,0,17,2953.6,2939,0,14.6,186.1,146850,101580,45270,32,42762.2
10911,7220,1994-07-28,131292,36,3647,"A",1,"weekly",425,75196.4,1806.4,73390,73120,0,1806.4,270,0,0,32,7342,7312,0,30,104.7,581797,342371,239426,51,31361.3
10915,7221,1998-06-11,152460,60,2541,"C",25,"weekly",481,70418.7,1371.7,69047,28556,40161,1371.7,330,0,0,48,6277,2596,3651,30,104.2,464725,271021,193704,70,9641.6
10940,7226,1994-02-23,197748,36,5493,"A",50,"monthly",163,602.6,602.6,0,0,0,602.6,0,0,0,4,0,0,0,0,204.2,228092,135392,92700,12,43294.5
10942,7227,1995-10-02,314520,60,5242,"C",44,"weekly",484,129907.1,3853.1,126054,125664,0,3853.1,390,0,0,41,10502,10472,0,30,309.5,1841980,1007334,834646,89,50517
10954,7230,1997-04-02,18720,60,312,"C",25,"monthly",247,1242,1183.6,58.4,0,0,1183.6,58.4,0,0,12,14.6,0,0,14.6,209.8,191503,117343,74160,30,44322.7
10963,7233,1996-12-25,115812,36,3217,"C",16,"monthly",585,4163.5,3915.3,248.2,0,0,3915.3,248.2,0,0,36,14.6,0,0,14.6,209.2,1642567,840389,802178,88,41878.1
10973,7235,1993-10-13,154416,48,3217,"A",18,"weekly",176,1041.8,921.8,120,0,0,921.8,120,0,0,10,30,0,0,30,167.2,310643,181622,129021,22,53402.7
11013,7240,1993-09-06,274740,60,4579,"A",1,"weekly",204,1957.1,1141.1,816,756,0,1141.1,60,0,0,9,786,756,0,30,182.8,509584,275186,234398,18,41142.9
11021,7241,1995-03-04,168984,24,7041,"B",1,"monthly",571,7709.9,7442.1,267.8,0,0,7442.1,262.8,5,2,58,14.6,0,0,14.6,57,1809472,913301,896171,102,24304.3
11027,7242,1997-10-23,48096,24,2004,"C",32,"weekly",454,40089.9,1799.9,38290,37990,0,1799.9,300,0,0,34,3829,3799,0,30,169.5,369159,219001,150158,49,32352.9
11042,7243,1995-12-04,217152,36,6032,"A",72,"monthly",309,52441.6,1738,50703.6,50616,0,1738,87.6,0,0,22,8450.6,8436,0,14.6,226.2,669565,380405,289160,35,42293.9
11054,7246,1996-08-20,148920,60,2482,"C",59,"weekly",201,35424.6,846.6,34578,34518,0,846.6,60,0,0,11,11536,11506,0,30,77.4,207370,128190,79180,20,15278.6
11065,7249,1994-06-12,69360,48,1445,"A",11,"monthly",450,1951.1,1805.1,146,0,0,1805.1,146,0,0,24,14.6,0,0,14.6,152.1,368406,202706,165700,54,38665
11069,7250,1997-03-04,119136,48,2482,"C",37,"monthly",641,3789.5,3512.1,277.4,0,0,3512.1,277.4,0,0,40,14.6,0,0,14.6,134.9,796138,419305,376833,79,45721
11079,7253,1997-04-26,98304,12,8192,"A",16,"monthly",533,5311.4,5121.6,189.8,0,0,5121.6,189.8,0,0,30,14.6,0,0,14.6,372.3,1899600,969507,930093,83,44345.5
11096,7255,1997-06-09,213300,60,3555,"C",28,"monthly",181,7374.9,699.3,6675.6,6661,0,699.3,14.6,0,0,7,6675.6,6661,0,14.6,155.7,273293,158493,114800,15,37716.7
11111,7259,1994-01-31,108144,36,3004,"A",1,"monthly",256,30107.6,1604,28503.6,28416,0,1604,87.6,0,0,20,4750.6,4736,0,14.6,160.9,721821,385321,336500,35,21921.3
11135,7262,1994-03-01,182628,36,5073,"A",75,"monthly",142,549.9,549.9,0,0,0,549.9,0,0,0,4,0,0,0,0,345.9,107111,76111,31000,9,45660.9
11138,7263,1996-01-19,89880,24,3745,"A",70,"weekly",154,1161.5,1101.5,60,0,0,1101.5,60,0,0,7,30,0,0,30,318.3,390838,214438,176400,22,39079.5
11141,7264,1997-10-07,44940,12,3745,"A",1,"weekly",238,1408,1288,120,0,0,1288,120,0,0,11,30,0,0,30,298.2,519680,297749,221931,29,76986
11186,7271,1996-10-02,392460,60,6541,"C",12,"monthly",678,181539.8,4697,176842.8,176580,0,4697,262.8,0,0,58,9824.6,9810,0,14.6,216.2,1660661,943026,717635,85,53259.7
11231,7277,1997-10-24,89280,12,7440,"A",1,"monthly",261,41315.6,2125.2,39190.4,39132,0,2125.2,58.4,0,0,16,9797.6,9783,0,14.6,233.5,750831,425008,325823,36,62119.7
11244,7279,1997-12-11,155760,24,6490,"C",33,"monthly",333,86914.8,1720,85194.8,85078,0,1720,116.8,0,0,25,12168.6,12154,0,14.6,310.5,1036406,587664,448742,58,55447.1
11265,7284,1993-09-15,52788,12,4399,"A",15,"monthly",244,2699.6,631.8,2067.8,2024,0,631.8,43.8,0,0,14,520.6,506,0,14.6,81.2,157041,89753,67288,29,21029
11271,7286,1997-01-31,67320,36,1870,"C",5,"monthly",499,77538,1489.4,76048.6,69696,6192,1489.4,160.6,0,0,50,6338.6,5808,516,14.6,115.9,338653,216485,122168,61,19757.5
11317,7292,1998-11-22,317460,60,5291,"C",50,"monthly",499,57860.3,3769.9,54090.4,53886,0,3769.9,204.4,0,0,44,3863.6,3849,0,14.6,320.7,2023543,1075186,948357,101,76508.5
11327,7294,1998-09-27,39168,24,1632,"C",7,"monthly",347,24414.5,2168.9,22245.6,22158,0,2168.9,87.6,0,0,22,3707.6,3693,0,14.6,271.9,406396,244296,162100,32,62119.2
11328,7295,1998-07-18,280440,60,4674,"C",54,"monthly",620,3629.3,3410.3,219,0,0,3410.3,219,0,0,34,14.6,0,0,14.6,188.7,859072,443592,415480,72,31303.2
11349,7304,1995-10-29,419880,60,6998,"C",1,"weekly",156,11642.5,756.5,10886,10886,0,756.5,0,0,0,5,10886,10886,0,0,262.6,428034,231434,196600,13,24704.4
11359,7305,1996-08-06,54024,12,4502,"A",61,"monthly",675,80665.2,3596.4,77068.8,76806,0,3596.4,262.8,0,0,57,4532.6,4518,0,14.6,109.6,1199517,649336,550181,90,25697.2
11362,7308,1996-12-27,129408,24,5392,"A",67,"monthly",440,52685.4,1454,51231.4,47800,3300,1454,131.4,0,0,42,5124.6,4780,330,14.6,94.3,434197,254087,180110,65,24199.5
